資料日期,基金代碼,基金ISIN_CODE,基金名稱,基金種類,基金細項,投資區域,投資細項,計價幣別,基金總代理名稱,境外基金機構,淨值日期,最新淨值
20241207,00BD5M6702,IE00BD5M6702,紐約梅隆美國股票收益基金-美元A配息,股票型,一般型,全球,已開發市場,美元,合作金庫證券投資信託股份有限公司,BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A.,20241203,1.2847
20241207,00BD5M6819,IE00BD5M6819,紐約梅隆美國股票收益基金-美元A累積,股票型,一般型,全球,已開發市場,美元,合作金庫證券投資信託股份有限公司,BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A.,20241203,1.4223
20241207,00BD5M6V48,IE00BD5M6V48,紐約梅隆美國股票收益基金-美元C配息,股票型,一般型,全球,已開發市場,美元,合作金庫證券投資信託股份有限公司,BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A.,20241203,1.8412
20241207,150,LU0366776432,富蘭克林坦伯頓全球投資系列－公司債基金美元I(acc)股,固定收益型,非投資等級債券,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,25.77
20241207,290,LU0260871552,富蘭克林坦伯頓全球投資系列-歐洲中小型企業基金美元A (acc)股,股票型,中小型,區域,已開發歐洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,45.82
20241207,291,LU0260871636,富蘭克林坦伯頓全球投資系列－歐洲中小型企業基金美元I(acc)股,股票型,中小型,區域,已開發歐洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,58.31
20241207,352,LU0231790832,富蘭克林坦伯頓全球投資系列-日本基金美元A (acc)股,股票型,一般型,單一國家,日本,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,10.81
20241207,355,LU0231791996,富蘭克林坦伯頓全球投資系列－日本基金美元I(acc)股,股票型,一般型,單一國家,日本,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,15.07
20241207,358,LU0231793349,富蘭克林坦伯頓全球投資系列-東歐基金美元A (acc)股,股票型,一般型,區域,新興歐洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,16.03
20241207,361,LU0231203729,富蘭克林坦伯頓全球投資系列-印度基金美元A(acc)股,股票型,一般型,單一國家,印度,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,73.18
20241207,366,LU0231204701,富蘭克林坦伯頓全球投資系列－印度基金美元I(acc)股,股票型,一般型,單一國家,印度,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,86.68
20241207,375,LU0229948087,富蘭克林坦伯頓全球投資系列－全球房地產基金美元A(acc)股,股票型,房地產/或不動產證券化,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,13.62
20241207,376,LU0229948244,富蘭克林坦伯頓全球投資系列－全球房地產基金美元A(Qdis)股,股票型,房地產/或不動產證券化,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,9.01
20241207,381,LU0229949309,富蘭克林坦伯頓全球投資系列－全球房地產基金美元I(acc)股,股票型,房地產/或不動產證券化,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,16.1
20241207,384,LU0229949994,富蘭克林坦伯頓全球投資系列-亞洲債券基金美元A(acc)股,固定收益型,新興市場債,區域,亞洲太平洋(含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,15.84
20241207,385,LU0229950067,富蘭克林坦伯頓全球投資系列-亞洲債券基金美元A(Mdis)股,固定收益型,新興市場債,區域,亞洲太平洋(含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,7.54
20241207,390,LU0229951032,富蘭克林坦伯頓全球投資系列－亞洲債券基金美元I(acc)股,固定收益型,新興市場債,區域,亞洲太平洋(含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,17.6
20241207,417,LU0269667100,富蘭克林坦伯頓全球投資系列－美國政府基金美元I(acc)股,固定收益型,政府債,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,14.41
20241207,419,LU0300736062,富蘭克林坦伯頓全球投資系列-天然資源基金美元A(acc)股,股票型,天然資源,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,8.6
20241207,424,LU0300736906,富蘭克林坦伯頓全球投資系列－天然資源基金美元I(acc)股,股票型,天然資源,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,10
20241207,426,LU0300737037,富蘭克林坦伯頓全球投資系列-精選收益基金美元A(acc)股,固定收益型,一般型(未設定條件),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,17.08
20241207,427,LU0300737201,富蘭克林坦伯頓全球投資系列-精選收益基金美元A(Mdis)股,固定收益型,一般型(未設定條件),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,8.12
20241207,432,LU0300738357,富蘭克林坦伯頓全球投資系列－精選收益基金美元I(acc)股,固定收益型,一般型(未設定條件),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,18.69
20241207,433,LU0300738514,富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A (acc) 股,股票型,中小型,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,15.44
20241207,434,LU0300738605,富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A (Ydis) 股,股票型,中小型,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,14.77
20241207,435,LU0300738944,富蘭克林坦伯頓全球投資系列－新興國家小型企業基金美元I(acc)股,股票型,中小型,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,18.54
20241207,478,LU0300740767,富蘭克林坦伯頓全球投資系列-全球非投資等級債券基金美元A(acc)股,固定收益型,非投資等級債券,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,16.84
20241207,479,LU0300741062,富蘭克林坦伯頓全球投資系列-全球非投資等級債券基金美元A(Mdis)股,固定收益型,非投資等級債券,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,5.53
20241207,533,LU0327757729,富蘭克林坦伯頓全球投資系列-成長(歐元)基金美元A (acc)股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,24.81
20241207,549,LU0252652382,富蘭克林坦伯頓全球投資系列-全球債券基金美元A(acc)股,固定收益型,政府債,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,24.9
20241207,571,LU0229944334,富蘭克林坦伯頓全球投資系列－拉丁美洲基金美元I(acc)股,股票型,一般型,區域,新興拉丁美洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,19.55
20241207,575,LU0229945570,富蘭克林坦伯頓全球投資系列-金磚四國基金美元A (acc)股,股票型,一般型,區域,其他,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,20.64
20241207,587,LU0211328371,富蘭克林坦伯頓全球投資系列-全球股票收益基金美元A 穩定月配息股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,10.89
20241207,592,LU0211331839,富蘭克林坦伯頓全球投資系列-互利全球領航基金美元A(acc)股,股票型,一般型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,27.4
20241207,598,LU0211332308,富蘭克林坦伯頓全球投資系列－互利全球領航基金美元I(acc)股,股票型,一般型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,32.37
20241207,600,LU0195949986,富蘭克林坦伯頓全球投資系列－互利美國價值基金美元I(acc)股,股票型,一般型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,35.53
20241207,605,LU0195950729,富蘭克林坦伯頓全球投資系列－中小型企業基金美元I(acc)股,股票型,中小型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,25.75
20241207,607,LU0195951024,富蘭克林坦伯頓全球投資系列－大中華基金美元I(acc)股,股票型,一般型,區域,中國大陸及香港,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,26.09
20241207,609,LU0195951610,富蘭克林坦伯頓全球投資系列－新興國家基金美元I(acc)股,股票型,一般型,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,34.51
20241207,616,LU0195948665,富蘭克林坦伯頓全球投資系列－美國機會基金美元I(acc)股,股票型,一般型,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,101.02
20241207,617,LU0195948822,富蘭克林坦伯頓全球投資系列－生技領航基金美元I(acc)股,股票型,生物科技,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,65.95
20241207,622,LU0181996454,富蘭克林坦伯頓全球投資系列－亞洲成長基金美元I(acc)股,股票型,一般型,區域,亞洲太平洋(不含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,42.93
20241207,624,LU0181997262,富蘭克林坦伯頓全球投資系列－全球債券基金美元I(acc)股,固定收益型,政府債,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,21.75
20241207,651,LU0170475312,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(acc)股,固定收益型,一般型(未設定條件),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,24.13
20241207,652,LU0170475585,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(Mdis)股,固定收益型,一般型(未設定條件),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,7.44
20241207,694,LU0152908892,富蘭克林坦伯頓全球投資系列－公司債基金美元I(Mdis)股,固定收益型,非投資等級債券,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,8.88
20241207,700,LU0195951883,富蘭克林坦伯頓全球投資系列－穩定月收益基金美元I(acc)股,平衡型(混合型),平衡型(混合型),單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,30.24
20241207,701,LU0109395698,富蘭克林坦伯頓全球投資系列－全球基金美元I(acc)股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,29.98
20241207,708,LU0138076046,富蘭克林坦伯頓全球投資系列-美國政府基金美元AX(acc)股,固定收益型,政府債,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,15.02
20241207,715,LU0195951966,富蘭克林坦伯頓全球投資系列－新興國家固定收益基金美元I(acc)股,固定收益型,新興市場債,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,24.4
20241207,721,LU0195953152,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元I(acc)股,固定收益型,一般型(未設定條件),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,24.06
20241207,750,LU0131126228,富蘭克林坦伯頓全球投資系列-公司債基金美元A (acc)股,固定收益型,非投資等級債券,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,23.48
20241207,774,LU0229946115,富蘭克林坦伯頓全球投資系列－金磚四國基金美元I(acc)股,股票型,一般型,區域,其他,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,25.25
20241207,776,LU0128526570,富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元A (acc)股,股票型,一般型,區域,新興拉丁美洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,56.07
20241207,777,LU0128526141,富蘭克林坦伯頓全球投資系列-中小型企業基金美元A (acc)股,股票型,中小型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,52.63
20241207,779,LU0128525929,富蘭克林坦伯頓全球投資系列-全球基金美元 A (acc)股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,47.8
20241207,781,LU0128525689,富蘭克林坦伯頓全球投資系列-全球平衡基金美元A (acc)股,平衡型(混合型),平衡型(混合型),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,38.32
20241207,785,LU0128522744,富蘭克林坦伯頓全球投資系列-新興國家基金美元A (acc)股,股票型,一般型,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,47.89
20241207,786,LU0128522157,富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A (acc)股,股票型,一般型,區域,亞洲太平洋(不含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,38.25
20241207,788,LU0128526901,富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A (acc)股,貨幣市場型,貨幣市場型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,13.43
20241207,794,LU0109981661,富蘭克林坦伯頓全球投資系列-互利歐洲基金美元A (acc)股,股票型,一般型,區域,已開發歐洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,34.74
20241207,796,LU0109394709,富蘭克林坦伯頓全球投資系列-生技領航基金美元A(acc)股,股票型,生物科技,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,41.3
20241207,797,LU0109392836,富蘭克林坦伯頓全球投資系列-科技基金美元A(acc)股,股票型,一般科技,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,52.61
20241207,799,LU0109391861,富蘭克林坦伯頓全球投資系列-美國機會基金美元A (acc)股,股票型,一般型,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,36.98
20241207,801,LU0029864427,富蘭克林坦伯頓全球投資系列-全球基金美元 A (Ydis)股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,41.6
20241207,803,LU0029874061,富蘭克林坦伯頓全球投資系列-中小型企業基金美元A (Ydis)股,股票型,中小型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,49.68
20241207,804,LU0029865408,富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元A (Ydis)股,股票型,一般型,區域,新興拉丁美洲,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,40.88
20241207,805,LU0029875118,富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A (Ydis)股,股票型,一般型,區域,亞洲太平洋(不含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,34.74
20241207,806,LU0029874905,富蘭克林坦伯頓全球投資系列-新興國家基金美元A (Ydis)股,股票型,一般型,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,43.82
20241207,810,LU0029871042,富蘭克林坦伯頓全球投資系列-全球債券基金美元A (Mdis)股,固定收益型,政府債,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,10.59
20241207,812,LU0029872446,富蘭克林坦伯頓全球投資系列-美國政府基金美元A (Mdis)股,固定收益型,政府債,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,7.19
20241207,813,LU0029876355,富蘭克林坦伯頓全球投資系列-新興國家固定收益基金美元A (Qdis)股,固定收益型,新興市場債,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,6.8
20241207,815,LU0052756011,富蘭克林坦伯頓全球投資系列-全球平衡基金美元A (Qdis)股,平衡型(混合型),平衡型(混合型),全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,23.99
20241207,817,LU0052767562,富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A (Mdis)股,貨幣市場型,貨幣市場型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,9.84
20241207,822,LU0052750758,富蘭克林坦伯頓全球投資系列-大中華基金美元A (acc)股,股票型,一般型,區域,中國大陸及香港,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,19.55
20241207,825,LU0065014192,富蘭克林坦伯頓全球投資系列-公司債基金美元A (Mdis)股,固定收益型,非投資等級債券,單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,5.31
20241207,828,LU0070302665,富蘭克林坦伯頓全球投資系列-互利美國價值基金美元A (acc)股,股票型,一般型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,118.73
20241207,839,LU0098860793,富蘭克林坦伯頓全球投資系列-穩定月收益基金美元A (Mdis)股,平衡型(混合型),平衡型(混合型),單一國家,美國,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,9.9
20241207,1000,LU0390134368,富蘭克林坦伯頓全球投資系列－吉富世界基金美元A(acc)股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,31.32
20241207,1004,LU0390134871,富蘭克林坦伯頓全球投資系列－吉富世界基金美元I(acc)股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,36.18
20241207,1009,LU0390135332,富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A (acc)股,股票型,中小型,區域,亞洲太平洋(不含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,65.26
20241207,101,US8801991048,富蘭克林坦伯頓成長基金 A股,股票型,一般型,全球,已開發市場,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司/TEMPLETON GLOBAL ADVISORS LTD.,20241205,28.25
20241207,1012,LU0390135688,富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A(Ydis)股,股票型,中小型,區域,亞洲太平洋(不含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,63.23
20241207,10130428,LU0426895305,瑞銀 (盧森堡) 新興市場債券基金 (美元) I-A1-累積,固定收益型,新興市場債,全球,新興市場,美元,瑞銀證券投資信託股份有限公司,瑞銀資產管理瑞士股份有限公司/UBS AM CH AG,20241204,189.76
20241207,1016,LU0390136223,富蘭克林坦伯頓全球投資系列－亞洲小型企業基金美元I(acc)股,股票型,中小型,區域,亞洲太平洋(不含日本),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,77.2
20241207,1019,LU0390136736,富蘭克林坦伯頓全球投資系列-邊境市場基金美元A (acc)股,股票型,一般型,區域,其他新興市場(如中東非洲),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,25.61
20241207,102,US8801961009,富蘭克林坦伯頓世界基金A股,股票型,一般型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司/TEMPLETON GLOBAL ADVISORS LTD.,20241205,18.43
20241207,1021,LU0390136900,富蘭克林坦伯頓全球投資系列－邊境市場基金美元I(acc)股,股票型,一般型,區域,其他新興市場(如中東非洲),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,30.49
20241207,1028,LU0390137627,富蘭克林坦伯頓全球投資系列-邊境市場基金美元A(Ydis)股,股票型,一般型,區域,其他新興市場(如中東非洲),美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,22.36
20241207,103,US88022L1026,富蘭克林坦伯頓中小型公司成長基金A股,股票型,中小型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓投資顧問公司/TEMPLETON INVESTMENT COUNSEL，  LLC,20241205,10.22
20241207,104,US8801962098,富蘭克林坦伯頓外國基金A股,股票型,一般型,全球,混合,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司/TEMPLETON GLOBAL ADVISORS LTD.,20241205,8.15
20241207,1049,LU0441901922,富蘭克林坦伯頓全球投資系列－新興國家固定收益基金美元A (Mdis)股,固定收益型,新興市場債,全球,新興市場,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓國際服務有限公司 /FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,20241205,3.95
